0.003,2.41,2.41,2.42,2.41
0.004,2.42,2.43,2.42,2.41
0.004,2.40,2.40,2.41,2.41
0.005,2.41,2.41,2.41,2.41
0.006,2.42,2.41,2.42,2.41
0.007,2.40,2.41,2.42,2.41
0.008,2.41,2.41,2.40,2.41
0.008,2.39,2.42,2.42,2.41
0.009,2.42,2.41,2.41,2.41
0.010,2.41,2.40,2.40,2.41
0.011,2.41,2.40,2.40,2.41
0.012,2.41,2.42,2.41,2.41
0.013,2.40,2.43,2.42,2.41
0.013,2.40,2.41,2.41,2.41
0.013,2.39,2.39,2.40,2.41
0.014,2.42,2.42,2.41,2.41
0.014,2.44,2.42,2.42,2.41
0.014,2.41,2.41,2.40,2.41
0.014,2.39,2.41,2.40,2.41
0.015,2.41,2.42,2.42,2.41
0.015,2.43,2.41,2.41,2.41
0.015,2.41,2.41,2.40,2.41
0.016,2.39,2.40,2.41,2.41
0.016,2.42,2.41,2.42,2.41
0.016,2.40,2.42,2.41,2.41
0.017,2.41,2.41,2.40,2.41
0.017,2.42,2.39,2.43,2.41
0.018,2.41,2.42,2.41,2.41
0.018,2.40,2.42,2.40,2.41
0.018,2.41,2.41,2.40,2.41
0.019,2.41,2.42,2.43,2.41
0.019,2.41,2.42,2.41,2.41
0.019,2.40,2.44,2.39,2.41
0.020,2.41,2.41,2.40,2.41
0.020,2.41,2.42,2.41,2.40
0.020,2.42,2.44,2.43,2.41
0.020,2.41,2.41,2.40,2.41
0.021,2.39,2.40,2.40,2.41
0.021,2.41,2.41,2.41,2.40
0.021,2.43,2.43,2.42,2.40
0.021,2.41,2.42,2.40,2.41
0.022,2.41,2.39,2.39,2.41
0.022,2.42,2.42,2.41,2.41
0.022,2.42,2.44,2.41,2.41
0.022,2.40,2.41,2.40,2.41
0.022,2.39,2.42,2.40,2.41
0.023,2.41,2.41,2.41,2.41
0.023,2.43,2.40,2.40,2.41
0.023,2.40,2.41,2.40,2.41
0.023,2.41,2.41,2.40,2.41
0.024,2.41,2.42,2.41,2.40
0.024,2.41,2.41,2.42,2.41
0.024,2.41,2.41,2.39,2.41
0.024,2.43,2.41,2.40,2.40
0.024,2.41,2.42,2.41,2.41
0.025,2.41,2.40,2.40,2.41
0.025,2.41,2.40,2.39,2.41
0.025,2.42,2.41,2.41,2.40
0.025,2.42,2.41,2.43,2.40
0.026,2.41,2.42,2.39,2.41
0.026,2.40,2.40,2.40,2.41
0.026,2.42,2.41,2.41,2.40
0.026,2.43,2.43,2.41,2.40
0.027,2.41,2.41,2.39,2.41
0.027,2.41,2.40,2.39,2.41
0.027,2.42,2.41,2.41,2.40
0.027,2.41,2.42,2.41,2.40
0.027,2.41,2.41,2.41,2.41
0.028,2.40,2.42,2.40,2.40
0.028,2.42,2.42,2.40,2.40
0.028,2.42,2.43,2.39,2.41
0.029,2.41,2.41,2.39,2.41
0.029,2.41,2.40,2.41,2.41
0.029,2.42,2.42,2.41,2.40
0.030,2.41,2.41,2.41,2.40
0.030,2.41,2.40,2.39,2.41
0.030,2.41,2.40,2.39,2.40
0.031,2.42,2.41,2.42,2.40
0.031,2.41,2.41,2.39,2.41
0.031,2.41,2.41,2.38,2.40
0.032,2.41,2.42,2.41,2.40
0.032,2.42,2.42,2.41,2.40
0.032,2.41,2.41,2.39,2.40
0.032,2.41,2.41,2.39,2.41
0.032,2.41,2.42,2.40,2.40
0.033,2.41,2.43,2.42,2.40
0.033,2.40,2.41,2.40,2.40
0.033,2.40,2.40,2.40,2.41
0.033,2.41,2.42,2.40,2.40
0.034,2.43,2.43,2.41,2.40
0.034,2.41,2.41,2.39,2.41
0.034,2.39,2.41,2.39,2.40
0.034,2.42,2.42,2.40,2.40
0.035,2.42,2.41,2.40,2.40
0.035,2.41,2.41,2.39,2.40
0.035,2.41,2.41,2.39,2.40
0.035,2.41,2.42,2.41,2.40
0.036,2.41,2.42,2.39,2.41
0.036,2.41,2.41,2.39,2.41
0.036,2.41,2.41,2.41,2.40
0.036,2.42,2.42,2.40,2.40
0.037,2.41,2.41,2.40,2.40
0.037,2.39,2.39,2.40,2.40
0.037,2.42,2.41,2.41,2.40
0.037,2.43,2.43,2.42,2.40
0.037,2.40,2.41,2.40,2.40
0.038,2.40,2.40,2.40,2.41
0.038,2.42,2.42,2.41,2.40
0.038,2.42,2.45,2.40,2.40
0.038,2.41,2.41,2.39,2.40
0.039,2.40,2.42,2.39,2.41
0.039,2.41,2.42,2.41,2.40
0.039,2.42,2.42,2.41,2.40
0.039,2.40,2.42,2.39,2.40
0.040,2.39,2.41,2.40,2.40
0.040,2.42,2.42,2.40,2.40
0.040,2.42,2.42,2.40,2.40
0.040,2.41,2.40,2.40,2.40
0.040,2.39,2.40,2.42,2.40
0.041,2.42,2.42,2.40,2.40
0.041,2.40,2.42,2.39,2.40
0.041,2.41,2.41,2.39,2.40
0.041,2.42,2.41,2.40,2.40
0.041,2.41,2.43,2.42,2.40
0.042,2.40,2.41,2.40,2.40
0.042,2.39,2.39,2.40,2.40
0.042,2.41,2.41,2.41,2.40
0.042,2.42,2.42,2.41,2.40
0.042,2.41,2.42,2.40,2.40
0.043,2.41,2.39,2.39,2.41
0.043,2.42,2.41,2.41,2.40
0.043,2.42,2.42,2.42,2.40
0.043,2.40,2.41,2.40,2.41
0.044,2.40,2.39,2.40,2.41
0.044,2.42,2.42,2.40,2.40
0.044,2.44,2.42,2.39,2.41
0.044,2.41,2.41,2.39,2.40
0.044,2.40,2.41,2.43,2.41
0.045,2.42,2.41,2.40,2.40
0.045,2.39,2.43,2.42,2.40
0.045,2.41,2.40,2.40,2.40
0.045,2.42,2.42,2.41,2.40
0.045,2.42,2.42,2.40,2.40
0.046,2.40,2.43,2.39,2.40
0.046,2.42,2.40,2.39,2.40
0.046,2.41,2.41,2.42,2.40
0.046,2.43,2.42,2.43,2.40
0.046,2.41,2.41,2.40,2.40
0.047,2.41,2.39,2.39,2.40
0.047,2.41,2.41,2.41,2.40
0.047,2.44,2.42,2.42,2.40
0.047,2.40,2.42,2.39,2.40
0.047,2.41,2.40,2.39,2.40
0.048,2.41,2.42,2.41,2.40
0.048,2.42,2.43,2.41,2.40
0.048,2.41,2.41,2.40,2.41
0.048,2.39,2.40,2.41,2.41
0.049,2.41,2.42,2.41,2.40
0.049,2.41,2.41,2.41,2.41
0.049,2.41,2.40,2.39,2.41
0.049,2.41,2.40,2.41,2.40
0.049,2.42,2.41,2.41,2.40
0.050,2.42,2.42,2.39,2.41
0.050,2.41,2.41,2.40,2.41
0.050,2.42,2.42,2.40,2.40
0.050,2.41,2.42,2.41,2.40
0.050,2.41,2.42,2.40,2.41
0.051,2.41,2.41,2.38,2.40
0.051,2.41,2.42,2.41,2.40
0.051,2.43,2.42,2.42,2.40
0.051,2.41,2.41,2.40,2.40
0.051,2.39,2.40,2.39,2.40
0.052,2.42,2.42,2.40,2.40
0.052,2.42,2.43,2.40,2.40
0.052,2.41,2.42,2.39,2.40
0.052,2.41,2.41,2.39,2.40
0.053,2.42,2.41,2.41,2.40
0.053,2.41,2.42,2.42,2.40
0.053,2.42,2.41,2.39,2.40
0.053,2.41,2.40,2.40,2.41
0.053,2.41,2.42,2.41,2.40
0.054,2.41,2.43,2.40,2.40
0.054,2.41,2.41,2.40,2.40
0.054,2.43,2.40,2.41,2.41
0.054,2.42,2.42,2.41,2.40
0.054,2.40,2.44,2.39,2.40
0.055,2.40,2.40,2.40,2.40
0.055,2.42,2.41,2.40,2.40
0.055,2.42,2.42,2.40,2.40
0.055,2.41,2.42,2.39,2.40
0.056,2.41,2.41,2.39,2.41
0.056,2.41,2.41,2.42,2.40
0.056,2.43,2.43,2.41,2.40
0.056,2.41,2.41,2.40,2.40
0.056,2.42,2.40,2.39,2.41
0.057,2.42,2.42,2.40,2.40
0.057,2.43,2.42,2.42,2.40
0.057,2.41,2.41,2.40,2.40
0.057,2.39,2.40,2.40,2.41
0.058,2.40,2.40,2.41,2.40
0.058,2.41,2.42,2.40,2.40
0.058,2.42,2.43,2.41,2.41
0.058,2.39,2.41,2.40,2.41
0.058,2.43,2.42,2.42,2.40
0.059,2.39,2.40,2.40,2.41
0.059,2.40,2.40,2.41,2.40
0.059,2.41,2.42,2.40,2.40
0.059,2.42,2.43,2.41,2.41
0.060,2.39,2.41,2.40,2.41
0.060,2.43,2.42,2.42,2.40
0.060,2.40,2.40,2.41,2.40
0.060,2.41,2.42,2.40,2.40
0.061,2.42,2.43,2.41,2.41
0.061,2.39,2.41,2.40,2.41
0.061,2.43,2.42,2.42,2.40
0.062,2.44,2.41,2.41,2.40
0.067,2.38,2.40,2.40,2.41
0.071,2.40,2.41,2.39,2.41
0.075,2.40,2.41,2.40,2.41
0.079,2.43,2.42,2.41,2.41
0.083,2.39,2.42,2.42,2.41
0.087,2.40,2.41,2.40,2.41
0.091,2.44,2.42,2.41,2.41
0.096,2.47,2.43,2.42,2.41
0.100,2.39,2.42,2.40,2.41
0.104,2.38,2.39,2.41,2.41
0.108,2.41,2.42,2.41,2.40
0.116,2.40,2.44,2.41,2.41
0.120,2.40,2.41,2.40,2.41
0.124,2.44,2.39,2.39,2.41
0.128,2.44,2.42,2.41,2.41
0.133,2.41,2.43,2.42,2.40
0.137,2.40,2.42,2.40,2.41
0.141,2.41,2.40,2.40,2.41
0.145,2.43,2.42,2.40,2.41
0.149,2.48,2.42,2.37,2.40
0.153,2.41,2.41,2.40,2.41
0.157,2.37,2.41,2.42,2.41
0.162,2.40,2.42,2.42,2.40
0.165,2.42,2.41,2.40,2.40
0.170,2.39,2.41,2.40,2.41
0.173,2.41,2.43,2.41,2.41
0.181,2.45,2.42,2.41,2.40
0.186,2.38,2.42,2.40,2.41
0.190,2.39,2.39,2.40,2.41
0.194,2.41,2.41,2.42,2.40
0.198,2.45,2.43,2.42,2.40
